product_name,family_name,family_code
 Soccer ball, Athletic and Recreational Equipment,49240000
 Bed Linen," Textiles, Fabrics and Leather Products",11120000
 Laptop Computer, Computer Equipment and Accessories,43230000
Canon Printer, Imaging devices,43212102
 Red Wine, Alcoholic beverages,50202202
 Mountain Bike, Sports and recreational vehicles and equipment,49101505
 Diamond Ring, Gemstones and precious metals,11111709
Laptop Computer, Computers,43211503
 Hiking Boots, Footwear,53101803
 Red Wine, Alcoholic Beverages,50202204
 Refrigerator, Domestic kitchen appliances,52141500
Laptop Computer, Computer Equipment,43211503
 Men's Running Shoes, Athletic & Outdoor Shoes,53111902
 Office Desk, Office Furniture,56101704
 Organic Eggs, Poultry and Poultry Products,50101703
 Electric Drill, Power Tools,27112700
Baking Soda, Cleaning and Janitoral Equipments,47131800
 Safety Helmet, Personal Safety and Protection,46180000
 Digital Camera, Photographic Equipment,45121500
 Table Lamp, Lamps and Lightbulbs,39101600
 Vegetable Seeds, Farming and Fishing and Forestry and Wildlife,10152000
Granny Smith Apple, Fresh fruits,50151502
" 
Ballet Shoes", Dance and theatrical shoes,53111905
" 
Digital Camera", Cameras,45121504
" 
Gardening Gloves", Work gloves,46181504
Running Shoes, Footwear,531018
 Organic Mixed Vegetables, Fresh vegetables,501515
 Solar Panel, Power Generation Equipment,261116
 Office Chair, Office seating,561015
 Red Wine, Beverages,502022
Garden Hose, Plumbing and HVAC tubing and hosing and fittings,40170000
 Portable Power Drill, Hand tools,27110000
 White Rice, Unprepared crops,10120000
 Compact Sedan, Passenger motor vehicles,25110000
Denim Jeans, Apparel and Luggage and Personal Care Products,53100000
 Mountain Bike, Recreational and Sporting Goods,49190000
 Fluoride Toothpaste, Healthcare Services,85000000
 Stainless Steel Cutlery Set, Domestic Appliances and Supplies and Consumer Electronic Products,52150000
 Hardcover Novel, Printed and Audio Visual Educational and Training Materials,55111500
Running Shoes, Athletic and outdoor clothing,53100000
 Organic Olive Oil, Edible oils and fats,15120000
 Electric Guitar, Musical Instruments,60120000
 White Office Desk, Office furniture,56100000
 Baby Stroller," Personal care products, accessories and supplies",53150000
Sliding door, Architectural hardware,301715
 Woolen scarf, Apparel,531018
 Organic fertilizer, Agricultural farming and gardening machinery or equipment or implements,211018
 Compact Disk, Electronic and communication equipment,432115
 Stainless Steel Saucepan, Kitchen equipment or appliances,481015
Football Boots, Athletic footwear,53111903
 Ball Valves, Industrial valves,40141607
 Mini Refrigerator, Household refrigerators,52141503
 Protective Gloves, Occupational clothing,46181504
 Chessboard, Toys and games,60141502
Aloe Vera Gel, Personal care products,531316
 Basketball, Sport Toy Equipment,601410
 Winter Jacket, Apparel product,531018
 Vitamin B Complex, Pharmaceutical Health Supplement,511919
 White Paint, Colorants and dyes,312115
Running Shoes, Athletic and Outdoor Shoes,531119
 Countertop Blender, Kitchen appliances and machines,521415
 Mining Drill, Mining and oil and gas services,201017
 Acoustic Guitar, Musical Instruments,601316
Leather Boots, Footwear,53120000
 Farm Tractor, Heavy machinery,24100000
 Classical Guitar, Musical Instruments,60120000
 Stainless Steel Frying Pan, Kitchenware,52150000
 Diamond Necklace, Jewelry,54130000
Leather Armchair, Furniture,56101501
 Pediatric Stethoscope, Medical equipment,42182100
 High Performance Tyres, Vehicle accessories,25172500
 Acrylic Paint Set, Art and Craft Equipment,60105600
Desk Lamp, Lighting fixtures and accessories,391115
" 
Leather Boots", Footwear,531018
" 
Potting Soil", Soil and soil amendments,101615
" 
Electric Guitar", Musical Instruments,601315
Cotton Bath Towel, Textile articles,52121500
 Electric Shaver, Personal grooming products,53131600
 Cherry Tomato Seeds, Floriculture and silviculture products,10150000
 Men's Running Shoes, Footwear,53111900
 Hardcover Novel, Printed materials,55101500
Leather Sofa, Furniture,561015
 Aluminum Pressure Cooker, Kitchenware and tableware,521500
 Racing Bicycle, Sporting Goods,491515
 Diamond Necklace, Jewelry,541300
 Painting Easel, Art Supplies,601200
Football, Sport Equipment,49161500
 Hair Dryer, Personal care appliances,52101500
 Dinner Plate, Tableware,52121500
 Designer Handbag, Luggage and handbags,53121500
"Fresh Tomatoes"""," ""Fresh fruits or vegetables""",50000000
" ""Comfort Office Chair"""," ""Seats and seating furniture""",56101500
" ""Novel: Jane Eyre"""," ""Printed Media""",55101500
" ""Swimming Goggles"""," ""Sporting Goods""",49161500
" ""Kids Bicycle"""," ""Riding bicycles and accessories""",25172700
Garden Shovel, Gardening & Forestry Equipment,101500
"
LED Light Bulb", Lighting & Light Fixtures,391100
"
Mountain Bike", Sporting Goods & Recreational Equipment,491700
"
Cotton Bath Towel"," Textiles, Fabric & Leather Products",111600
Baseball Bat, Athletic and Outdoor Equipment,49190000
  Compact Discs, Information Technology Broadcasting and Telecommunications,43202200
 Solid Oak Dining Table, Furniture and Furnishings,56100000
 Ankle Boots, Apparel and Luggage and Personal Care Products,53100000
 60W LED Light Bulbs , Domestic Appliances and Supplies and Consumer Electronic Products,52141604
Football Cleats, Athletic and Recreational Equipment and Supplies,49200000
 Wooden Dining Table, Furniture and Furnishings,56000000
 Laptop Charger, Electrical Systems and Lighting and Components and Accessories and Supplies,39000000
 Protein Powder, Nutritional or Metabolic Supplements,51161904
Die-cut Adhesive Bandages," Medical Dressings, bandages and related products",42130000
 Pinot Noir Red Wine, Alcoholic Beverages,50202200
 Intel Core i7 Processor, Computer hardware,43211500
 Outdoor Camping Tent, Outdoor Structures and Playground Equipment,49241600
Laptop, Computer Equipment and Accessories,432115
 Red Wine, Beverages,502022
 Kitchen Knife, Cutlery,521500
 Running Shoes, Athletic and Outdoor Clothing,531200
Wine Glasses, Kitchenware and tableware,52150000
 Hiking Boots, Footwear,53110000
 Office Chair, Office and desk accessories,56101500
 Electric Guitar, Musical Instruments,60130000
 Oak Dining Table, Wood and plastic furniture,56112000
Tomato Soup, Soups and broths,50181704
 Electric Drill, Power Drills,27112700
 Trench Coat, Coats and Jackets,53101804
 Noise-Canceling Headphones, Headphones and Earphones,52161514
 Mountain Bike, Bicycles and Tricycles,25161500
Running Shoes, Athletic and recreational shoes,53111901
 LED Bulb, Lamps and lightbulbs,39101604
 Makeup Brush Set, Cosmetics brushes and applicators and accessories,53131608
 Car Tires, Vehicle tires and tubes,25172504
Sneakers, Athletic and recreational sports footwear,53111904
 Meat Grinder, Domestic food grinders,52141601
 Wine Cooler, Household refrigerators and freezers,52141501
 Patio Heater, Outdoor heaters,40101818
Vinyl gloves, Medical Apparel and Gloves,423115
"  
Mountain bicycle", Bicycles and accessories,491215
"  
LED Ceiling Light", Interior lighting,391115
"   
Olive oil", Oils and greases,151215
"  
Hardcover Book", Books and novels,551015
USB Flash Drive, Office machines and their supplies and accessories,44100000
 Ceramic Plates, Domestic kitchenware and kitchen supplies,52150000
 Baby Stroller, Baby furniture,56101700
 Motorcycle Helmet, Motorized cycles,25181700
 Gardening Gloves," Farming, fishing, forestry and wildlife machinery",21102100
Mountain Bike, Bicycles,50231700
 Red Wine, Alcoholic beverages,50202204
 LED Light Bulb, Light bulbs and lamps,39101604
 Vegan Protein Powder, Nutritional or metabolic supplements,50531706
Garden Rake, Agricultural Machinery and Equipment,211017
 Laptop Computer, Computer Equipment and Accessories,432115
 Thermal Curtains, Fabric and Fabric Materials,111621
 Microwavable Popcorn, Prepared and Preserved Foods,501800
Paintbrush Set, Art and Craft Equipment,60140000
 Mountain Bike, Outdoor and Recreational Equipment,49150000
 Hiking Boots, Footwear,53110000
 Commercial Dishwasher, Food Service Equipment,48101500
Coffee Maker, Small Kitchen Appliances,52150000
 Digital Camera, Cameras,45121500
 Table Lamp,Lighting fixtures and accessories,39100000
 Men's Running Shoes, Footwear ,53100000
Extravagant Evening Gown, Apparel,531000
 Mechanical Pencil, Writing Instruments,441200
 Cedar Birdhouse, Animal Housing and Habitats,101600
 Bluetooth Speaker, Audio Equipment,521615
Hand Cream, Personal Care Products,53131600
 Crystal Wine Glass, Kitchenware and Tableware,52152100
 Bicycle Helmet, Recreational Safety Apparel,49191600
 Diesel Generator, Motors and Engines,26112300
Garden Rake, Gardening and farming and fishing products,101500
 Mountain Bike, Recreational vehicles,251200
 Argan Oil, Beauty products,531300
 LED Monitor, Computer displays,432100
 Cotton Socks, Clothing,531000
Hydraulic Excavator, Construction machinery and equipment,221015
 Table Lamp, Lighting fixtures and accessories,391115
 Almond Flour, Bakery products,501115
 Running Shoes, Athletic wear,531216
Mountain Bike, Bicycles,49161500
 Organic Eggs, Poultry and poultry products,10130000
 Office Desk, Office furniture,56101700
 Men's Jeans, Clothing,53100000
Mountain Bike, Land and Marine Bicycles,25181702
 Incandescent Lightbulb, Incandescent lamps,39101607
 Leather Sofa, Domestic Furniture,56101507
 Aluminum Foil, Foil materials,30102003
Flour, Cereal and pulse products ,50151502
 Mountain Bicycle, Land vehicles ,25101700
 Desk Lamp, Indoor lighting fixtures ,39111800
 Acoustic Guitar, Musical Instruments ,60131500
 Stainless Steel Knife , Cutlery ,52151500
Olive Oil, Cooking and baking fats,50161502
 Hockey Stick," Sporting Goods, Athletic equipment",49141508
 LED Bulb, Light sources,39101616
 Leather Boots, Footwear,53111604
 Rolling Pin, Domestic kitchenware,52141508
Digital Camera, Photography Equipment & Supplies,45121504
 Mountain Bicycle, Bicycles & Accessories,49161500
 Leather Sofa, Office Seating,56101504
 Garden Rake, Gardening & Landscaping Tools,27112004
 Chef's Knife, Cutlery & Flatware,52151500
Sneakers, Footwear,531018
" 
Reading Glasses", Vision Care,421429
" 
LED Wall Light", Lighting Fixtures and Accessories,391118
" 
Hardcover Fiction Book", Text and Printed Media,551015
Stethoscope, Medical Equipment and Supplies,42140000
 Sundress, Clothing,53100000
 Wrench Set, Hand tools,27110000
 Fiber Optic Cable, Network cable and connectors,43220000
 Red Wine Vinegar, Condiments and Sauces,50180000
Chocolate Chip Cookies, Food and Beverage Products,50000000
 Safety Helmet, Personal Safety and Protection,46180000
 Rose Fertilizer, Agricultural and Horticultural Products,10150000
 Notebook Computer, Computer Equipment and Accessories,43210000
 Leather Sofa, Furniture,56000000
Mountain Bicycle, Sporting Goods,491015
 Microscope, Laboratory Equipment,411217
 Oak Dining Table, Household Domestic Furniture,561017
 Manicure Scissors, Beauty Equipment,531316
 Industrial Chainsaw, Forestry and Logging Machinery,211017
Graphic Card, Computer Hardware and Peripherals,43210000
 Leather Sofa, Domestic Furniture,56101500
 Quartz Watch, Timepieces,54110000
 Mountain Bike, Sports Equipment,49190000
 LED Light Bulb, Lighting Fixtures and Accessories,39100000
Football Cleats, Sporting Goods,4919
 Scented Candle, Home Furnishings,5210
 Tomato Soup Can, Food and Beverage Products,5007
 Surgical Gloves, Laboratory and Measuring and Observing and Testing Equipment,4112
 Spray Paint Can, Paints and Primers and Finishes,3121
Golf Balls, Recreational Equipment,491215
 Desk Lamp, Indoor Lighting and Accessories,391116
 Crystal Vase, Glassware,521522
 Steel Toe Work Boots, Occupational Footwear,461816
 Vegetable Soup Mix, Processed Fruits and Vegetables,501810
Laptop, Computer Equipment and Accessories,432115
 Wheat Flour, Food Beverage and Tobacco Products,501800
 Chainsaw, Tools and General Machinery,271100
 Bicycle Helmet, Personal safety and protection,461800
 Hair Shampoo, Personal care products,531300
Leather Sofa, Furniture,561015
Cricket Bat, Athletic Equipment,491615
Thermal Insulation, Building Insulation Materials,301415
Wireless Mouse, Computer Input Devices,432117
Cooking Oil, Edible oils and fats,501716
Steel Toe Work Boots, Footwear,531018
 Roman Antique Coin, Collectibles and antiques,601023
 Vegetable Propagation Mix, Farming and Fishing and Forestry and Wildlife Machinery and Accessories,211017
Soprano Ukulele, Musical Instruments,601017
 E27 LED Bulb, Lamps and lightbulbs and lamp components,391016
Omelette Pan, Kitchen utensils and gadgets,52150000
 Running Shoes, Athletic and recreational equipment,49240000
 Office Desk, Office furniture,56101700
 Lipstick, Cosmetics,53131600
 Car Tyres, Motor vehicles,25172500
Bicycle Helmet, Personal Safety and Protection,461817
 Duvet Cover Set, Bedclothes,521215
 Wrinkle Cream, Skin Care,531316
 Organic Brown Rice, Fresh Prepared Foods,501017
 Loose Leaf Notebook, Office Supplies,441215
Television, Consumer Electronics,52161500
 Wheat Flour, Bakery and Confectionery Products,50182400
 Office Desk, Furniture,56101700
 Riding Helmet, Sporting Goods,49171500
 Diesel Engine , Engines and Turbines and Accessories,23101705
Portable Air Conditioner, Air conditioners,40101700
 Red Wine, Alcoholic beverages,50202200
 Wooden Dining Table, Furniture,56101500
 Organic Fertilizer, Fertilizers and plant nutrients and herbicides,10170000
 LED Television, Television Equipment,43211900
Basketball, Athletic and recreational equipment,49210000
 French Vanilla Coffee Beans, Coffee,50161503
 Desktop Computer, Personal Computers,43211505
 Handmade Rattan Chair, Chairs,56112100
 Solar Panel, Solar Energy,32111501
Battle Rope, Gymnasium equipment,49241602
 Chardonnay Wine, Alcoholic beverages,50202202
 Electric Toothbrush, Personal care products,53131608
 Crystal Chandelier, Indoor lighting,39111506
 Wheelbarrow, Material handling equipment,24101503
Dining Table, Furniture and Furnishings,56100000
 Car Tyres, Vehicles and their parts and accessories,25170000
 Running Shoes, Clothing,53100000
 Digital Cameras, Photographic or filming or video equipment,45120000
 Electric Toaster, Domestic appliances,52150000
Ice Skates, Athletic and recreational equipment,4919
 Novel, Books,5510
 Porcelain Dinnerware Set, Dining and kitchenware,5215
 Executive Chair, Office seating,5611
 Chainsaw, Tools and hardware accessories,2711
Sweater, Apparel and Luggage and Personal Care Products,531000
 Rechargeable Battery, Batteries and Cells and Chargers,261117
 Cooking oil, Food Beverage and Tobacco Products,501500
 Electric Drill,Tools and General Machinery,271100
 Shampoo, Personal Care Products,531316
Aluminium Cooking Pot,Kitchen utensil,52151600
 Solar Power Garden Light,Lamps and lightbulbs,39101600
 Casual Running Shoes,Footwear,53101800
 LED TV 42 inches,Televisions and Audio Visual equipment,52161500
 Indoor Cycling Bike,Sports equipment and accessories,49241600
Professional Acoustic Guitar, Musical Instruments,60131500
 Cucumber Seeds, Horticultural and Landscape Supplies,10152000
 Office Swivel Chair, Office furniture,56101500
 Solar Powered Water Pump, Power generation equipment,26110000
 Wood Fired Pizza Oven, Household cooking and food preparation appliances,52150000
Foldable Bicycle," Bicycan, scooters & body exercisers",49240000
 Strawberry Jam, Processed fruit and vegetables,50170000
 Wireless Mouse, Input devices or output devices,43211700
 Cotton Bed Sheets, Domestic bed linens,52121500
 LED Light Bulb, Lamps and lightbulbs,39101600
Fitness Tracker, Communication devices,43231500
 Merlot Wine, Alcoholic beverages,50202203
 Electric Toothbrush, Personal care devices,53131608
 All Purpose Fertilizer, Fertilizers and plant nutrients,10170000
 Women's Running Shoes, Athletic wear,53101806
